T4-2016,255086.7 
T1-2017,254840.1 
T2-2017,259692.3 
T3-2017,270061.0 
T4-2017,259404.3 
T1-2018,257475.9 
T2-2018,261822.6 
T3-2018,272947.5 
T4-2018,262079.8 
T1-2019,258963.6 
T2-2019,263010.8 
T3-2019,274728.1 
T4-2019,263256.9 
